120775775	124185209	107105686	111840408	Chr1	Chr1	+
56326594	61204673	33724940	31077841	Chr17	Chr17	-
215577941	217762492	86345854	91844275	Chr16	Chr17	+
45442143	49722087	38309403	34709668	Chr10	Chr10	-
123911692	127341145	137909439	142541731	Chr16	Chr12	+
33440640	39772791	12881470	15412621	Chr2	Chr2	+
112041156	116406123	96427518	90329404	Chr6	Chr6	-
117029008	121119157	122458992	124178110	Chr7	Chr7	+
211607807	213033698	146398904	147514368	Chr4	Chr4	+
100822681	105999045	114329873	119284690	Chr16	Chr12	+
176148829	177958022	140617112	138499449	Chr15	Chr15	-
41337867	46011614	162266418	164640798	Chr16	Chr12	+
34347236	38441502	24138134	26987467	Chr11	Chr11	+
175116602	176695163	168493951	169171508	Chr12	Chr16	+
23037378	28252454	36765842	42379135	Chr5	Chr5	+
51583528	56051611	12683938	14915305	Chr6	Chr6	+
150234307	154012162	127641052	124621299	Chr6	Chr6	-
134433171	138764763	118025042	121201769	Chr3	Chr3	+
185836756	187025131	152667556	153889177	Chr5	Chr5	+
16420364	21368446	21620525	15618675	Chr3	Chr3	-
213787211	215561311	86005468	79564353	Chr16	Chr17	-
114793407	118923834	131351132	134619858	Chr16	Chr12	+
139782302	141109164	114396426	112290956	Chr1	Chr1	-
70138346	79529550	97170942	104349867	Chr17	Chr16	+
61150854	66836752	71292739	63521808	Chr3	Chr3	-
163428620	169691075	26946236	30726070	Chr17	Chr16	+
100770784	105869218	98447087	94099941	Chr5	Chr5	-
612323	4240709	505131	1993214	Chr13	Chr13	+
56823274	63111556	38165805	43404517	Chr4	Chr4	+
132357338	140590651	102433454	109680230	Chr8	Chr8	+
158826728	162681520	114026176	117014825	Chr10	Chr10	+
106009736	111006105	88384649	93537831	Chr5	Chr5	+
44290289	49166033	62562758	70693982	Chr15	Chr6	+
141224757	152507538	92953049	100709695	Chr12	Chr17	+
28959251	36142246	15908648	21608707	Chr5	Chr5	+
43108290	50843075	35176346	29808885	Chr2	Chr2	-
34724940	44704117	19126856	13725782	Chr10	Chr10	-
141240085	144096223	128498071	130557104	Chr1	Chr1	+
7791740	9788613	7586974	6078093	Chr8	Chr8	-
103244699	107103077	62861248	53162081	Chr13	Chr13	-
188103882	191928378	5118058	8290858	Chr4	Chr7	+
111313670	115916051	88074021	81523572	Chr5	Chr5	-
177429142	179867066	148843027	147603060	Chr5	Chr5	-
167859451	170848426	164154803	161922474	Chr13	Chr13	-
124460087	130561415	114644139	119978240	Chr1	Chr1	+
303259	2305556	11560920	9611491	Chr1	Chr1	-
137170303	142735032	121392318	117024957	Chr10	Chr10	-
11466466	15022537	8362198	10042719	Chr12	Chr12	+
172695047	174646523	154745458	153450443	Chr3	Chr3	-
115595328	120108324	106164331	100146320	Chr1	Chr1	-
110689357	115398189	92859447	97850474	Chr10	Chr10	+
156052411	163124557	35763929	30994368	Chr17	Chr16	-
196878598	200813508	153453739	155163859	Chr4	Chr4	+
12262971	15243583	15949778	13625793	Chr15	Chr15	-
172941657	176625707	141900674	143743943	Chr8	Chr8	+
19698904	22674400	30399505	27640381	Chr6	Chr6	-
109196557	115390569	99883599	91894991	Chr1	Chr1	-
184018162	187950876	4908346	1749159	Chr4	Chr7	-
11830311	18267749	15381949	9665910	Chr5	Chr5	-
191930986	196832750	157411198	155465706	Chr4	Chr4	-
7370262	13544274	13481014	6048015	Chr3	Chr3	-
213071023	215007710	144800175	146280933	Chr4	Chr4	+
97353206	103840344	84306978	77362563	Chr15	Chr6	-
18091569	22489368	13070458	15820473	Chr8	Chr8	+
208160961	212118313	79316596	71203167	Chr16	Chr17	-
55746354	70028217	41201408	51413288	Chr10	Chr10	+
15178104	18260446	12189743	10210766	Chr12	Chr12	-
6989723	10358373	173822774	175945114	Chr16	Chr12	+
63263680	70954942	52281628	43966495	Chr4	Chr4	-
98635676	108578696	79305420	91269837	Chr1	Chr1	+
115925467	127074336	98539754	107586523	Chr5	Chr5	+
73194058	82265191	51281048	59215610	Chr12	Chr12	+
850763	4688443	159659038	158367533	Chr7	Chr4	-
62231354	72038465	79970493	71850484	Chr16	Chr12	-
115703606	124446667	105306133	98020217	Chr10	Chr10	-
299901	3089392	249996	1926702	Chr11	Chr11	+
40965406	55591378	37190538	27447224	Chr4	Chr4	-
913226	6185840	291129	4964889	Chr3	Chr3	+
79769594	93599989	97015912	84725610	Chr17	Chr16	-
122227356	132267651	121930936	128264177	Chr8	Chr8	+
14661176	21996034	15031376	10163815	Chr11	Chr11	-
98855482	114047710	79969778	67566438	Chr17	Chr16	-
61247516	66877086	33975432	38968092	Chr17	Chr17	+
155298932	163274408	60218756	67159263	Chr12	Chr17	+
176909803	183860981	133701411	138007046	Chr4	Chr4	+
106132555	114755748	119357296	131116238	Chr16	Chr12	+
179976456	187963059	152839472	148885292	Chr16	Chr16	-
145402009	155609812	36015711	42500889	Chr17	Chr16	+
37630783	52846575	36454416	25706266	Chr5	Chr5	-
56321376	63516405	46404884	40173717	Chr6	Chr6	-
152141703	160223174	133778598	138743422	Chr11	Chr11	+
140264809	148268478	112269939	119765722	Chr2	Chr2	+
23490391	33938551	150369834	156859777	Chr16	Chr12	+
94985183	98331089	30867952	26825649	Chr13	Chr13	-
103833593	116411617	104205941	94207017	Chr7	Chr7	-
145118739	149420607	130932099	134841993	Chr1	Chr1	+
124567966	136454816	105439203	113805074	Chr10	Chr10	+
293833	6228992	13652188	6489942	Chr10	Chr10	-
123533939	128856966	118232706	115084182	Chr9	Chr9	-
172041903	175429859	164327653	171802194	Chr13	Chr13	+
43265362	51925319	33504640	42955359	Chr13	Chr13	+
423274	6501884	179315551	176090230	Chr16	Chr12	-
8197751	13792542	9976752	6001454	Chr11	Chr11	-
127465400	136279826	68362287	59625055	Chr16	Chr12	-
10953585	16955399	11699139	7684477	Chr8	Chr8	-
122400434	129390468	124710639	127933966	Chr7	Chr7	+
3576862	8151601	5449619	2113504	Chr11	Chr11	-
46995019	58363875	142590423	150044525	Chr16	Chr12	+
72362830	87139220	80051561	99660272	Chr16	Chr12	+
23723502	33358436	49490096	39701961	Chr11	Chr11	-
164922864	174439346	164268879	168389528	Chr12	Chr16	+
2060189	14488986	2194399	10805841	Chr2	Chr2	+
24262509	30071665	15669870	19691400	Chr6	Chr6	+
77324260	92800683	32062353	38552104	Chr15	Chr15	+
63767114	78685977	39988326	30829609	Chr6	Chr6	-
54128041	65512888	22941936	15613269	Chr11	Chr11	-
4073607	11385251	4282645	8332957	Chr1	Chr1	+
150278706	159279733	131019715	137747208	Chr5	Chr5	+
174713888	177566239	154755611	157478963	Chr3	Chr3	+
116477125	125219027	138423939	131797450	Chr15	Chr15	-
95122544	111763144	44715988	60064738	Chr12	Chr17	+
104667969	117606813	117894216	108863953	Chr3	Chr3	-
8927825	17267511	385560	5358274	Chr10	Chr10	+
170329033	188302042	26808812	13838202	Chr17	Chr16	-
130563165	139688573	122115932	115482106	Chr7	Chr7	-
90849031	98614107	296419	3934173	Chr1	Chr1	+
178634581	181627220	158579088	160854070	Chr3	Chr3	+
98226002	110435125	70547815	87744791	Chr6	Chr15	+
148468667	158467114	135685120	127464979	Chr16	Chr16	-
156492581	161630567	132366185	135179262	Chr7	Chr7	+
53081516	68221700	2086256	8027475	Chr13	Chr13	+
18596709	26012632	12244767	16623210	Chr12	Chr12	+
75947172	90365040	11692702	22556740	Chr1	Chr1	+
87035534	105310726	68936162	84656447	Chr9	Chr9	+
150029758	158630888	135500526	146245028	Chr1	Chr1	+
107877269	120670221	121711665	110569665	Chr8	Chr8	-
89358680	103753703	93785469	81158855	Chr7	Chr7	-
133339790	151917334	130915961	115968760	Chr11	Chr11	-
138822373	146876982	138594315	132911500	Chr3	Chr3	-
112275626	139387381	104643121	126356320	Chr12	Chr17	+
161284788	179811845	136953954	148802976	Chr16	Chr16	+
79143865	97932079	47132833	62395980	Chr6	Chr6	+
120178600	144082165	98564201	118928562	Chr6	Chr6	+
102192642	133253528	87814055	115922224	Chr11	Chr11	+
40790326	53297536	28581432	39148260	Chr11	Chr11	+
163510471	170781656	125298967	118269840	Chr9	Chr9	-
16279882	33196337	29424086	16448388	Chr2	Chr2	-
140840074	148247851	144648170	148060956	Chr9	Chr9	+
196099080	200008241	154944854	158060732	Chr9	Chr9	+
72140727	102959979	52729990	76607447	Chr4	Chr4	+
163773763	172304321	153369266	148190909	Chr3	Chr3	-
104422244	116315321	140645439	149457749	Chr15	Chr15	+
132630441	139642673	122320531	128012634	Chr1	Chr1	+
136625923	147966419	111697865	127281035	Chr16	Chr16	+
180098183	185773850	152662457	148862336	Chr5	Chr5	-
23072340	33782744	23806713	15910693	Chr8	Chr8	-
373527	10432536	272879	8068599	Chr5	Chr5	+
145406526	169102297	113986510	91604945	Chr15	Chr15	-
31252400	41449986	20795586	27362163	Chr6	Chr6	+
142253665	172660062	100698704	76476887	Chr8	Chr8	-
125772785	145212501	114071372	131127614	Chr15	Chr15	+
129023096	140635212	85029481	101012381	Chr9	Chr9	+
144851623	152904823	131355503	125015631	Chr14	Chr14	-
116352522	141128208	66507246	45184984	Chr17	Chr16	-
178232961	186045414	155027332	149550844	Chr15	Chr15	-
201292013	211409422	153302711	147524020	Chr4	Chr4	-
163448968	176890455	133610405	119623057	Chr4	Chr4	-
85764640	94865926	17830222	26187700	Chr13	Chr13	+
150458963	156311445	132300195	128419299	Chr7	Chr7	-
142637476	162768055	139565805	155247622	Chr13	Chr13	+
148379609	161740731	148112889	153659494	Chr9	Chr9	+
127230258	147015241	128132903	107845784	Chr5	Chr5	-
117835772	133824254	132809757	121521792	Chr3	Chr3	-
188028180	199057555	156115034	166859337	Chr11	Chr11	+
142817102	157854773	133001963	122618731	Chr10	Chr10	-
139725549	150277194	115457079	104510831	Chr7	Chr7	-
367952	28821569	289115	25833010	Chr9	Chr9	+
10665544	23261625	165150856	173627258	Chr16	Chr12	+
58956254	72993393	51153493	37290388	Chr12	Chr12	-
9024153	40571594	95649065	65320795	Chr13	Chr13	-
105383452	123522527	115063018	101057323	Chr9	Chr9	-
215041738	220614049	144769971	138054722	Chr4	Chr4	-
68186787	101610267	86401512	52346561	Chr11	Chr11	-
3014878	11306765	8655	5283621	Chr17	Chr17	+
65957	7442753	167254	5872688	Chr8	Chr8	+
87521241	107824143	141770878	128277376	Chr8	Chr8	-
17346767	34118267	34287003	19308637	Chr10	Chr10	-
167148874	187094798	139954793	155497683	Chr11	Chr11	+
34170080	54580670	44509758	24061614	Chr8	Chr8	-
50842195	70449855	31558109	16219963	Chr15	Chr15	-
188455486	204755643	520060	12910568	Chr17	Chr16	+
159403148	177423084	137780381	147575828	Chr5	Chr5	+
146910847	163653326	138657787	148007224	Chr3	Chr3	+
162747034	180336954	145101299	133049397	Chr10	Chr10	-
188036996	206024286	152930927	164229728	Chr16	Chr16	+
68650628	84805211	17766985	8326826	Chr13	Chr13	-
11696647	22517990	12461260	5592124	Chr17	Chr17	-
56049336	85230771	45396549	76436029	Chr8	Chr8	+
180948213	190702799	145175476	152402025	Chr10	Chr10	+
130484	10959291	8203123	136330	Chr12	Chr12	-
70640725	106984035	51919993	89439544	Chr10	Chr10	+
330578	10845957	194025	9179851	Chr15	Chr15	+
70244831	104556301	72578431	108811318	Chr3	Chr3	+
34049863	78963187	30884118	65046474	Chr9	Chr9	+
53002642	100722382	42594074	81145029	Chr5	Chr5	+
117084664	163250423	83567735	119515023	Chr4	Chr4	+
26366709	57854040	16801847	36785299	Chr12	Chr12	+
152977665	169902298	145422888	133006450	Chr14	Chr14	-
21555808	60802747	22146097	62632086	Chr3	Chr3	+
205173	19379661	100379	11935567	Chr6	Chr6	+
22677421	51447123	13213392	28321364	Chr17	Chr17	+
171145142	189658848	145444937	158596319	Chr14	Chr14	+
18869082	44166661	38750264	69444231	Chr15	Chr15	+
331186	40003028	290971	26824867	Chr4	Chr4	+
107415828	139601596	96006929	137067961	Chr13	Chr13	+
170849058	195019763	144624680	125453506	Chr9	Chr9	-
149113823	184365336	120268337	144151134	Chr2	Chr2	+
12896162	75798216	79256475	22619402	Chr1	Chr1	-
57187603	139713725	39994537	111679183	Chr2	Chr2	+
9096602	88038577	8378381	81065255	Chr7	Chr7	+
1253587	144263053	1409401	124786767	Chr14	Chr14	+
