57479172	63186371	37617630	42074612	Chr4	Chr4	+
139782302	141109164	123451921	121125246	Chr1	Chr1	-
206643453	211409422	152473059	149403294	Chr4	Chr4	-
850763	3766292	161062033	160127639	Chr7	Chr4	-
61150854	66836760	66013643	57698648	Chr3	Chr3	-
132357338	140590651	88920430	96462374	Chr8	Chr8	+
179530726	181133002	154919789	154100502	Chr3	Chr3	-
197131482	201622514	155048462	151886729	Chr16	Chr16	-
103901884	107092029	58306781	53629605	Chr13	Chr13	-
71053508	76962659	9040167	11047339	Chr15	Chr15	+
612323	4240709	454710	2101655	Chr13	Chr13	+
42861090	50843075	33779313	28043814	Chr2	Chr2	-
177429142	179851822	145040128	144046985	Chr5	Chr5	-
167859451	170848426	164222387	162067847	Chr13	Chr13	-
7791740	9788613	7880486	6332637	Chr8	Chr8	-
28959251	35948681	14488719	19694983	Chr5	Chr5	+
117711930	127624500	92137182	83093508	Chr4	Chr4	-
115595328	120108324	113442292	104148684	Chr1	Chr1	-
110689357	115430304	93082206	98082695	Chr10	Chr10	+
158826728	162681520	112770666	115785918	Chr10	Chr10	+
136767855	142735032	120291030	115840955	Chr10	Chr10	-
19698904	22813059	36106569	34087154	Chr6	Chr6	-
188103882	191928378	5044825	8409393	Chr4	Chr7	+
172695047	174646523	150142609	148970351	Chr3	Chr3	-
156052411	163124557	36184917	31313128	Chr17	Chr16	-
109196557	115390569	103915289	95702279	Chr1	Chr1	-
184018162	187950876	4864329	1794490	Chr4	Chr7	-
11466466	15022537	6711871	8470820	Chr12	Chr12	+
29511344	32624789	21347267	19479685	Chr17	Chr17	-
44365644	50597862	69885489	80375262	Chr15	Chr6	+
213071023	215007710	146316671	148112119	Chr4	Chr4	+
202302510	206024286	155347025	158052685	Chr16	Chr16	+
58166311	64835555	53388295	46366852	Chr8	Chr8	-
63263680	71026000	50343232	42284416	Chr4	Chr4	-
6989723	10169291	164815590	166887905	Chr16	Chr15	+
15178104	18260446	10876978	8638908	Chr12	Chr12	-
12417709	21893597	19427002	11485278	Chr7	Chr7	-
141224757	155051009	94405318	105422576	Chr12	Chr17	+
10624836	16088899	10603316	5511734	Chr2	Chr2	-
2681559	10424779	625592	5504509	Chr2	Chr2	+
115925467	127074336	96790912	106735953	Chr5	Chr5	+
17682490	22489370	13489219	16939585	Chr8	Chr8	+
62231354	72038465	199230430	191706573	Chr16	Chr15	-
98635676	108578696	82163562	94948517	Chr1	Chr1	+
9802804	16955399	13163807	8025141	Chr8	Chr8	-
3978102	6234716	5226655	3568003	Chr12	Chr12	-
172698506	176625707	130214945	132312433	Chr8	Chr8	+
74058738	82265191	171436820	178353015	Chr12	Chr15	+
40697386	55591378	37466670	26487252	Chr4	Chr4	-
115703606	124446667	105212245	98113533	Chr10	Chr10	-
155298932	163274408	63118115	69489896	Chr12	Chr17	+
173144035	176695163	163494543	165150805	Chr12	Chr16	+
12262971	17182666	14929096	11251697	Chr15	Chr15	-
145406526	157655019	242439318	232770747	Chr15	Chr15	-
913227	6185840	348898	3923104	Chr3	Chr3	+
21416212	32102020	16810671	28121609	Chr3	Chr3	+
164922864	169064699	158075017	160073752	Chr12	Chr16	+
153655042	159065859	129974719	136409051	Chr1	Chr1	+
6375307	13544274	11635002	5186237	Chr3	Chr3	-
122227356	132267651	108782358	115354213	Chr8	Chr8	+
299901	3089392	232200	1904996	Chr11	Chr11	+
11817410	18267749	14421014	9284053	Chr5	Chr5	-
14661176	21996034	15485283	9981851	Chr11	Chr11	-
180128787	187963059	146379803	142107893	Chr16	Chr16	-
46995019	58363875	132603550	140174186	Chr16	Chr15	+
208160961	213569540	80821365	70157989	Chr16	Chr17	-
37630783	52846575	36273450	24748430	Chr5	Chr5	-
176909803	183860981	134760644	139294540	Chr4	Chr4	+
145402009	155609812	36314206	42931809	Chr17	Chr16	+
103833593	116411617	104638670	95168849	Chr7	Chr7	-
124567966	136454816	105356493	112655675	Chr10	Chr10	+
90658003	106984035	71595423	89625843	Chr10	Chr10	+
172041903	175429859	164390654	172611751	Chr13	Chr13	+
94985183	98331089	30829989	26940986	Chr13	Chr13	-
423274	6501884	170918472	167126122	Chr16	Chr15	-
170329033	185946678	27167363	14499983	Chr17	Chr16	-
127465400	136279826	187654091	178822763	Chr16	Chr15	-
123533939	128856966	112648975	115698894	Chr9	Chr9	+
93641793	104108542	82983830	91528098	Chr15	Chr6	+
72362830	84654904	199501690	213808769	Chr16	Chr15	+
3576862	7577658	5357501	2454347	Chr11	Chr11	-
43265362	51925319	34264454	42863399	Chr13	Chr13	+
22677421	29481728	15527129	19410787	Chr17	Chr17	+
76691245	90340325	70939870	57299924	Chr10	Chr10	-
23723502	33358438	48058595	38186202	Chr11	Chr11	-
293833	6228992	12418763	5981817	Chr10	Chr10	-
54128041	65512888	22251967	16135644	Chr11	Chr11	-
62451841	78149690	61714594	49031603	Chr9	Chr9	-
77324260	92800683	30094253	36630014	Chr15	Chr15	+
128679884	141910110	245704914	257490681	Chr15	Chr15	+
90754403	97384687	128098	3708206	Chr1	Chr1	+
156492581	161630567	134386996	137215203	Chr7	Chr7	+
8197751	13792542	9903979	6021761	Chr11	Chr11	-
122400434	129390468	126267616	129368396	Chr7	Chr7	+
104667969	117606813	113550892	103313156	Chr3	Chr3	-
95122544	111763144	47361581	63040131	Chr12	Chr17	+
131265709	143878900	98923068	112350799	Chr2	Chr2	+
142253665	159482180	87103426	75120940	Chr8	Chr8	-
23490391	36272592	140663894	150281088	Chr16	Chr15	+
147351615	153244647	124170589	129228375	Chr1	Chr1	+
9024153	33793626	92369137	70577912	Chr13	Chr13	-
98226002	110435125	68476369	84598060	Chr6	Chr15	+
148874225	158467114	128865822	121524798	Chr16	Chr16	-
79769594	100525260	96165917	77132085	Chr17	Chr16	-
75947172	90365040	12767635	23122887	Chr1	Chr1	+
8927825	17267511	349587	4929814	Chr10	Chr10	+
50789890	76687641	38921871	57168230	Chr10	Chr10	+
116587634	125219027	267500034	260289746	Chr15	Chr15	-
163510471	170263960	124046642	116932722	Chr9	Chr9	-
53081516	68221700	2163324	7938702	Chr13	Chr13	+
16279882	31012664	26567073	15323716	Chr2	Chr2	-
188036996	196962121	146497654	151731904	Chr16	Chr16	+
138822373	146876982	133415330	128280012	Chr3	Chr3	-
89362485	103753703	94906813	82781949	Chr7	Chr7	-
174713888	178501535	150162860	153554485	Chr3	Chr3	+
107877269	120670221	108581988	97482819	Chr8	Chr8	-
87035534	105310726	66561069	81594907	Chr9	Chr9	+
23072340	33782744	25011271	17121085	Chr8	Chr8	-
79143865	97932079	53487736	68353858	Chr6	Chr6	+
104422244	116311389	269423727	277618418	Chr15	Chr15	+
6455794	10959291	3353687	173784	Chr12	Chr12	-
112275626	140302958	130549771	108071146	Chr12	Chr17	-
133339790	151917334	119656406	105071710	Chr11	Chr11	-
136625923	147966419	110359338	121252670	Chr16	Chr16	+
163773763	172304321	148937056	142904530	Chr3	Chr3	-
205173	4716223	138505	3436727	Chr6	Chr6	+
72140727	102959979	50747145	75933947	Chr4	Chr4	+
50728031	64487415	29757612	19174754	Chr15	Chr15	-
100770781	115916051	96744878	80599523	Chr5	Chr5	-
119347384	144082165	103600211	127741294	Chr6	Chr6	+
158540239	179811845	129336987	141997796	Chr16	Chr16	+
33654102	44295464	53009601	67699364	Chr15	Chr15	+
373527	10432536	275105	7825804	Chr5	Chr5	+
163448968	176890455	134653432	120504160	Chr4	Chr4	-
180098183	185773850	148933227	145069740	Chr5	Chr5	-
65696070	85230771	54601192	75080125	Chr8	Chr8	+
144792392	152904823	119370481	113311370	Chr14	Chr14	-
129023096	140635212	82039195	99206719	Chr9	Chr9	+
34064513	48933656	44041885	28972608	Chr8	Chr8	-
107306266	123522527	112011406	99262145	Chr9	Chr9	-
101996458	133253528	79963328	105002534	Chr11	Chr11	+
178232961	186045414	283310412	277714727	Chr15	Chr15	-
85764640	94865926	18271268	26438287	Chr13	Chr13	+
91623045	125902161	100244614	131241359	Chr16	Chr15	+
150458963	156311445	134280066	129753445	Chr7	Chr7	-
60333462	72993393	47399417	36536329	Chr12	Chr12	-
68186787	101610274	78503874	50741526	Chr11	Chr11	-
68101576	97593132	73640430	52387502	Chr14	Chr14	-
127230258	147015241	124794328	107164028	Chr5	Chr5	-
56321376	74861886	52576098	38261908	Chr6	Chr6	-
142817102	157854773	131309886	120954663	Chr10	Chr10	-
195084500	200008241	153039539	156983098	Chr9	Chr9	+
117840281	133828519	128244789	117186367	Chr3	Chr3	-
32360623	60802747	28183426	57088033	Chr3	Chr3	+
10665544	23261624	156593284	164519688	Chr16	Chr15	+
20160460	38772728	30981321	16357793	Chr10	Chr10	-
41492139	56051611	12224700	20337587	Chr6	Chr6	+
188028262	199057555	143337161	155699091	Chr11	Chr11	+
215041738	220614049	146292979	139441385	Chr4	Chr4	-
303259	11385251	12709580	3772179	Chr1	Chr1	-
18869082	33614141	36822706	52913790	Chr15	Chr15	+
147428194	162992895	125464476	135830034	Chr5	Chr5	+
65957	7442753	197111	5988751	Chr8	Chr8	+
163134605	177423084	135921543	144026784	Chr5	Chr5	+
167232758	180338724	140273171	131356226	Chr10	Chr10	-
191930986	206640123	158964154	152475308	Chr4	Chr4	-
85794754	107778042	130084445	115460086	Chr8	Chr8	-
34347236	53297536	23165355	37725889	Chr11	Chr11	+
144010691	163854853	112787447	129491293	Chr2	Chr2	+
188455486	204755643	605163	12584664	Chr17	Chr16	+
133332785	163250423	93564797	120391690	Chr4	Chr4	+
146910847	163466684	133451076	142529585	Chr3	Chr3	+
180948213	190702799	142576113	149336734	Chr10	Chr10	+
11321348	22517990	15371931	7970396	Chr17	Chr17	-
68650628	83585728	18209267	9113578	Chr13	Chr13	-
570449	11306765	242126	7722883	Chr17	Chr17	+
130542775	149488090	123323469	105574361	Chr7	Chr7	-
22980662	41449986	20524908	33768158	Chr6	Chr6	+
5143208	18953778	3876387	12151522	Chr6	Chr6	+
152141703	187094798	122110242	142718478	Chr11	Chr11	+
141644189	162914891	143356941	153020357	Chr9	Chr9	+
330578	12020243	179950	8878926	Chr15	Chr15	+
164127979	184365336	129790157	142980156	Chr2	Chr2	+
100718466	145049674	77094018	43020741	Chr17	Chr16	-
331186	40003028	292113	25114926	Chr4	Chr4	+
153039311	171069356	133059230	119527963	Chr14	Chr14	-
53002642	100722382	41587171	80242403	Chr5	Chr5	+
70244831	104556301	67440946	103255705	Chr3	Chr3	+
171145142	189658848	133128634	145528659	Chr14	Chr14	+
18596709	57854040	10982561	35924158	Chr12	Chr12	+
33070835	65046244	21544104	40753968	Chr17	Chr17	+
170849058	195019763	143185599	124305618	Chr9	Chr9	-
1253587	61078848	1552710	46153184	Chr14	Chr14	+
101425990	144263054	75789498	113066293	Chr14	Chr14	+
367952	62189981	114899	48735012	Chr9	Chr9	+
107415828	162760780	92867774	150123462	Chr13	Chr13	+
12896162	75798216	82139523	23215797	Chr1	Chr1	-
22126552	88038577	19540243	82718495	Chr7	Chr7	+
52361635	130807879	35266667	98564883	Chr2	Chr2	+
