125004951	125219027	165384	448976	30	Hdeb2414s0467	Chr15	+
126772093	127427286	1091859	1980896	30	Hdeb2414s0098	Chr6	+
74082678	74277750	33471	287838	30	Hdeb2414s0958	Chr7	-
64804013	67011917	100413	294741	30	Hdeb2414s1056	Chr7	+
12470747	12922990	238889	471640	30	Hdeb2414s0724	Chr4	-
28659909	29433987	10029	501722	30	Hdeb2414s0662	Chr17	+
86930690	89363005	909864	1171885	30	Hdeb2414s0273	Chr7	-
91912128	92014318	617936	750531	30	Hdeb2414s0479	Chr4	-
52141375	52261009	29530	301351	30	Hdeb2414s0964	Chr15	-
9747754	9894679	113035	339850	30	Hdeb2414s0758	Chr4	-
34724940	36210595	79058	732590	30	Hdeb2414s0442	Chr10	-
100213227	100350412	7984	383967	30	Hdeb2414s0767	Chr5	-
172524400	173542232	565	1054414	30	Hdeb2414s0274	Chr10	+
6848526	7038397	31665	106669	30	Hdeb2414s1283	Chr5	+
24965399	25216263	306801	363743	30	Hdeb2414s0671	Chr4	-
109196557	109298980	604851	978963	30	Hdeb2414s0072	Chr1	-
102044562	102159109	88580	265594	30	Hdeb2414s1113	Chr15	+
137037161	137116828	1052081	1155998	30	Hdeb2414s0293	Chr9	+
60687029	60940955	1269	300901	30	Hdeb2414s1086	Chr14	-
168249469	168438899	230857	402355	30	Hdeb2414s0799	Chr14	+
174076080	174407196	156456	299256	30	Hdeb2414s1170	Chr9	-
30045017	30286483	33750	227136	30	Hdeb2414s0902	Chr10	+
27669016	27888252	21669	338170	30	Hdeb2414s0776	Chr10	+
114752743	114818724	6999	97408	30	Hdeb2414s0763	Chr5	-
216351645	216377039	854038	867820	30	Hdeb2414s0397	Chr4	-
74999084	75183054	25491	54081	30	Hdeb2414s0733	Chr5	-
5403176	5514838	24497	121286	30	Hdeb2414s1005	Chr8	-
5189700	5305949	227326	309415	30	Hdeb2414s1090	Chr4	+
115196309	115575129	56552	314164	30	Hdeb2414s0974	Chr6	+
70646349	71100544	27204	344493	30	Hdeb2414s1076	Chr17	-
76221787	76526226	93171	274733	30	Hdeb2414s0603	Chr6	+
27975772	28449285	1167703	1723922	30	Hdeb2414s0128	Chr14	+
167590118	167839877	111966	395706	30	Hdeb2414s0861	Chr12	+
176148829	176155993	614347	626827	30	Hdeb2414s0243	Chr15	+
188171243	188234625	276379	320596	30	Hdeb2414s1101	Chr16	-
39652732	39757026	18017	222913	30	Hdeb2414s0990	Chr17	+
61567400	62174243	162123	789303	30	Hdeb2414s0437	Chr13	+
67565881	67845445	3332	123501	30	Hdeb2414s1212	Chr16	-
8039835	8440114	90126	426854	30	Hdeb2414s0814	Chr4	-
16491275	16583942	19396	63473	30	Hdeb2414s1316	Chr16	+
30454199	30467684	85280	274035	30	Hdeb2414s0991	Chr2	-
195612885	195849176	257132	558843	30	Hdeb2414s0577	Chr17	-
42561185	42587801	3786403	3806211	30	Hdeb2414s0090	Chr17	+
153764618	153867584	56180	330439	30	Hdeb2414s1083	Chr13	+
9624493	9678048	91617	128581	30	Hdeb2414s1023	Chr8	+
99793881	100068656	210813	428475	30	Hdeb2414s0863	Chr15	+
50359986	50510071	112394	321183	30	Hdeb2414s0473	Chr6	-
156492581	156510175	28806	69416	30	Hdeb2414s0777	Chr7	-
17576468	17883048	34815722	35205419	30	Hdeb2414s0006	Chr15	-
99469983	99519426	46800	168175	30	Hdeb2414s0941	Chr5	-
161669250	161827175	4886	153112	30	Hdeb2414s1128	Chr2	+
189560346	189832486	32532	244689	30	Hdeb2414s0960	Chr16	-
101580723	101711520	546917	652919	30	Hdeb2414s0532	Chr14	+
94037544	94584695	94532	254717	30	Hdeb2414s0913	Chr8	+
136154666	136279826	198308	333904	30	Hdeb2414s0058	Chr16	+
189916793	190158944	331964	461093	30	Hdeb2414s0747	Chr16	+
64704537	64966619	25465	417370	30	Hdeb2414s0713	Chr12	+
43087399	43146700	2823	70131	30	Hdeb2414s0531	Chr1	-
49672164	49938493	4825194	5029758	30	Hdeb2414s0011	Chr5	+
62255142	62790988	31646	362784	30	Hdeb2414s0794	Chr13	-
73309954	73682898	267240	485225	30	Hdeb2414s0715	Chr7	-
77809683	78040991	119046	570173	30	Hdeb2414s0328	Chr1	+
116728829	116756508	149153	161991	30	Hdeb2414s0970	Chr1	-
62578881	62622122	34980	107741	30	Hdeb2414s0930	Chr14	-
34347261	34434409	86026	195858	30	Hdeb2414s1095	Chr14	-
26520391	27331107	84462	527267	30	Hdeb2414s0667	Chr2	-
164305329	164739948	66033	392154	30	Hdeb2414s0916	Chr3	+
170736377	170781656	35369	77431	30	Hdeb2414s0266	Chr9	+
72181351	72806806	110037	624445	30	Hdeb2414s0478	Chr5	-
120043793	120081237	60735	165841	30	Hdeb2414s1278	Chr3	+
4566504	4603665	319772	438216	30	Hdeb2414s0617	Chr13	-
18796480	19101521	2162559	2268103	30	Hdeb2414s0011	Chr5	+
61307731	61565058	52243	405775	30	Hdeb2414s0847	Chr12	-
161052165	161134165	98610	208363	30	Hdeb2414s0564	Chr13	+
145833465	145989011	91646	283422	30	Hdeb2414s0980	Chr1	+
117237455	117383385	84190	207747	30	Hdeb2414s0959	Chr1	+
150627251	150793402	99677	249383	30	Hdeb2414s0957	Chr2	+
18796480	19101521	24599228	24712880	30	Hdeb2414s0024	Chr5	-
14328018	14410344	284369	368821	30	Hdeb2414s1000	Chr8	-
34223675	34532590	182959	413214	30	Hdeb2414s0769	Chr2	-
138247951	138278594	217829	233189	30	Hdeb2414s1165	Chr16	+
136154666	136279826	166567379	166703691	30	Hdeb2414s0004	Chr16	-
32815527	33427152	52456	331674	30	Hdeb2414s1057	Chr14	+
43265362	43304764	436308	471268	30	Hdeb2414s0748	Chr13	+
140093415	140176886	181131	393909	30	Hdeb2414s0681	Chr14	+
75787652	76360232	3713	173564	30	Hdeb2414s0742	Chr12	+
95712723	95884062	21714	456212	30	Hdeb2414s0727	Chr4	+
132927979	133084385	68320	149455	30	Hdeb2414s0770	Chr9	+
89503504	89598860	137654	387967	30	Hdeb2414s0851	Chr4	+
107619834	107756541	18097	188960	30	Hdeb2414s0921	Chr15	+
16384136	16447031	281623	356449	30	Hdeb2414s1016	Chr16	+
144495890	145434045	157612	1310419	30	Hdeb2414s0250	Chr6	+
53264110	53305207	98011	189538	30	Hdeb2414s0808	Chr1	-
56683994	56704962	24916	105868	30	Hdeb2414s0164	Chr4	-
171694811	171786875	124018	256604	30	Hdeb2414s0306	Chr13	+
213042413	213058622	206585813	206604357	30	Hdeb2414s0001	Chr4	+
82617867	82738634	65965	101703	30	Hdeb2414s0762	Chr4	+
93705569	93891101	17480	414801	30	Hdeb2414s0891	Chr5	+
103836085	104047916	76900	280006	30	Hdeb2414s0737	Chr15	+
134721880	134998841	147226563	147693227	30	Hdeb2414s0008	Chr17	-
36392985	36729953	300154	790525	30	Hdeb2414s0448	Chr10	-
143439809	143483682	294423	564846	30	Hdeb2414s0604	Chr16	-
63138133	63610864	24064	404984	30	Hdeb2414s0918	Chr14	+
100822681	101116651	109823894	110151066	30	Hdeb2414s0004	Chr16	+
70167136	70223633	11511	290516	30	Hdeb2414s1243	Chr4	-
43491438	44001816	1121342	1515246	30	Hdeb2414s0220	Chr1	-
187754547	187895450	183205	346249	30	Hdeb2414s1070	Chr10	+
32235133	33292714	315597	464202	30	Hdeb2414s0619	Chr5	+
155218290	155343202	12899	387134	30	Hdeb2414s0695	Chr15	+
98302570	98815791	139247	788238	30	Hdeb2414s0404	Chr12	-
100087060	101206298	304210	697123	30	Hdeb2414s0428	Chr1	-
87952024	89347190	86894	1756617	30	Hdeb2414s0179	Chr17	-
126550020	127348770	121144	1077927	30	Hdeb2414s0291	Chr12	+
43922360	44704117	70047012	70557612	30	Hdeb2414s0019	Chr10	+
21228903	21620669	768920	1022544	30	Hdeb2414s0338	Chr14	-
175762962	176569199	55455	446212	30	Hdeb2414s0761	Chr11	-
192332254	192541524	357124	564316	30	Hdeb2414s0620	Chr16	+
158177216	158209502	1357785	1388150	30	Hdeb2414s0239	Chr7	+
108897809	109900353	318693	2151484	30	Hdeb2414s0148	Chr16	+
21238269	21389068	63323	585287	30	Hdeb2414s0563	Chr1	-
2496375	2853072	103489	692657	30	Hdeb2414s0405	Chr13	-
76557871	76941123	8197	359620	30	Hdeb2414s0923	Chr12	+
4388792	4841852	414935	553958	30	Hdeb2414s0545	Chr16	-
146371086	146466432	84572	250449	30	Hdeb2414s1257	Chr13	-
134602493	135775210	13842	578134	30	Hdeb2414s0626	Chr7	-
141908883	142820966	72646	676126	30	Hdeb2414s0415	Chr15	+
46800446	46920651	413	319255	30	Hdeb2414s1049	Chr17	-
156495490	156545464	159	171291	30	Hdeb2414s1275	Chr14	+
5728435	6268930	3246	402603	30	Hdeb2414s0765	Chr5	-
147008707	147626436	231612	1030657	30	Hdeb2414s0264	Chr2	+
141020559	141661110	65421	579569	30	Hdeb2414s0625	Chr3	-
146558758	146695997	108945	369029	30	Hdeb2414s0586	Chr2	+
39249707	39696150	165216	395692	30	Hdeb2414s0936	Chr2	+
109910168	110906867	92666	695430	30	Hdeb2414s0443	Chr15	+
144631764	144867541	271164	380041	30	Hdeb2414s0843	Chr7	+
211306698	211409422	488656	642912	30	Hdeb2414s0556	Chr4	-
71054369	71160488	96501	251931	30	Hdeb2414s1232	Chr1	+
19604347	19903696	415385	834911	30	Hdeb2414s0411	Chr9	+
94749621	94874579	37665	484965	30	Hdeb2414s0697	Chr5	+
178360403	178445921	168179	288495	30	Hdeb2414s1166	Chr14	-
138562220	138834416	119170	348862	30	Hdeb2414s0080	Chr13	+
179026882	179244774	45065	478599	30	Hdeb2414s0252	Chr16	-
71874090	72448515	54512	441599	30	Hdeb2414s0654	Chr1	-
90295582	90654053	108990	466094	30	Hdeb2414s0704	Chr7	-
61510040	61549889	1219671	1235355	30	Hdeb2414s0112	Chr16	+
197825580	197904736	53339	105702	30	Hdeb2414s1014	Chr11	+
71127574	71855443	14081	508624	30	Hdeb2414s0702	Chr13	+
151724578	151989401	134309	375088	30	Hdeb2414s0874	Chr5	+
165370190	165886393	25277	233301	30	Hdeb2414s1150	Chr5	+
69510721	69762695	36129	422155	30	Hdeb2414s0828	Chr1	+
4073607	4471159	228963	434342	30	Hdeb2414s0284	Chr1	+
7791740	7874722	319722	515487	30	Hdeb2414s0682	Chr8	+
153211535	153638415	100073	488844	30	Hdeb2414s0640	Chr14	-
47205280	47385168	11602	230578	30	Hdeb2414s1031	Chr15	+
58060826	58225477	13610	364884	30	Hdeb2414s0791	Chr4	-
38463545	39065211	82765	233865	30	Hdeb2414s0634	Chr2	-
3222972	3637085	88101	662118	30	Hdeb2414s0493	Chr13	+
90481782	90594596	39308903	39401104	30	Hdeb2414s0005	Chr16	-
195985575	196263197	52725	204165	30	Hdeb2414s1237	Chr16	-
67295876	67714575	156032	906844	30	Hdeb2414s0368	Chr7	-
60085839	60284855	694	163357	30	Hdeb2414s0565	Chr7	+
147655623	148060432	8500	192808	30	Hdeb2414s1179	Chr14	-
153994692	154324507	320706	504555	30	Hdeb2414s0622	Chr12	+
167470504	167511072	144496	197858	30	Hdeb2414s1195	Chr5	+
166372856	167463791	565298	1101256	30	Hdeb2414s0306	Chr13	-
2651004	2907036	87153	309466	30	Hdeb2414s1130	Chr12	+
81353982	81696834	71527154	71762322	30	Hdeb2414s0017	Chr9	-
2289735	2472228	86764	243112	30	Hdeb2414s1149	Chr10	-
181265061	181640104	17120	332677	30	Hdeb2414s0935	Chr11	-
121830501	121985488	8624	233828	30	Hdeb2414s0816	Chr3	-
38396957	39161345	145204	352969	30	Hdeb2414s0537	Chr14	-
11466466	11536531	85509	191933	30	Hdeb2414s1273	Chr12	+
141069217	141122291	137612	392777	30	Hdeb2414s0730	Chr7	+
98646029	98742091	16731	198809	30	Hdeb2414s0551	Chr1	+
47002910	47971223	25781	1065707	30	Hdeb2414s0275	Chr9	-
68902939	69914238	3220222	4083500	30	Hdeb2414s0042	Chr17	-
115208096	115430304	119514	286056	30	Hdeb2414s0701	Chr10	+
185913678	185995735	31557	120539	30	Hdeb2414s0616	Chr5	-
68902939	69914238	81450437	82323484	30	Hdeb2414s0008	Chr17	+
38811411	38886183	67645	112513	30	Hdeb2414s0998	Chr1	-
114375917	114930748	32112	357949	30	Hdeb2414s0449	Chr15	+
37780558	37849702	321230	501756	30	Hdeb2414s0580	Chr1	-
35119634	35337374	209718	360882	30	Hdeb2414s0848	Chr1	+
112474641	112600051	451221	713609	30	Hdeb2414s0497	Chr16	+
192877473	193111796	20281	143014	30	Hdeb2414s1146	Chr16	-
61296557	61531846	79892	359851	30	Hdeb2414s0559	Chr14	+
140840074	140955987	16104210	16136011	30	Hdeb2414s0016	Chr9	-
94985183	95052236	4641346	4751902	30	Hdeb2414s0009	Chr13	-
7520354	7905073	180475	433617	30	Hdeb2414s0753	Chr10	-
10738017	10895000	27336	186260	30	Hdeb2414s0888	Chr5	-
11997084	12315619	1981712	2366030	30	Hdeb2414s0135	Chr8	+
103671546	104129553	707330	1659271	30	Hdeb2414s0196	Chr1	+
20132337	21051905	24815	575669	30	Hdeb2414s0338	Chr14	+
19436680	20050765	152735	624387	30	Hdeb2414s0340	Chr3	-
175115933	175604231	22794	441792	30	Hdeb2414s0614	Chr11	+
149813207	150087266	383	308610	30	Hdeb2414s0675	Chr12	+
135049608	135428578	824292	1445199	30	Hdeb2414s0233	Chr9	+
171487230	173009155	15030	417465	30	Hdeb2414s0759	Chr4	-
59128344	59835888	288256	1061326	30	Hdeb2414s0327	Chr15	-
145566736	145875146	315013	960784	30	Hdeb2414s0344	Chr13	+
170067872	171817596	132222463	134626982	30	Hdeb2414s0006	Chr15	+
17825994	18061747	164727	351629	30	Hdeb2414s0985	Chr4	-
123442021	123522527	39946	225681	30	Hdeb2414s0807	Chr9	+
106989828	107411801	17069	514609	30	Hdeb2414s0624	Chr15	-
86711083	87305955	231590	532828	30	Hdeb2414s0575	Chr14	+
18607342	19174460	269294	439503	30	Hdeb2414s0792	Chr8	+
148909880	149034096	56971	219368	30	Hdeb2414s1244	Chr1	-
152194932	152646785	210856	664081	30	Hdeb2414s0307	Chr12	-
148434074	148870362	505554	1826539	30	Hdeb2414s0172	Chr6	+
123531129	123958365	115596	574580	30	Hdeb2414s0628	Chr15	-
140081279	140764558	54400	783754	30	Hdeb2414s0166	Chr17	-
66757546	66877086	156893851	157299220	30	Hdeb2414s0005	Chr17	-
166125612	167102315	162296078	163457497	30	Hdeb2414s0003	Chr11	-
47798717	48236427	143768	1127665	30	Hdeb2414s0244	Chr15	+
53854195	54109568	293749	875503	30	Hdeb2414s0362	Chr15	-
144458300	144628635	33713	164934	30	Hdeb2414s0843	Chr7	-
145749490	146079850	69075	298860	30	Hdeb2414s1065	Chr14	+
39006623	39337686	5591	475110	30	Hdeb2414s0672	Chr1	+
154651946	155051009	10588	330005	30	Hdeb2414s0231	Chr12	+
49193365	49585777	535534	959957	30	Hdeb2414s0346	Chr15	-
148461898	148705254	58212	300095	30	Hdeb2414s0714	Chr10	+
75947172	76461740	198376	1540770	30	Hdeb2414s0175	Chr1	+
50887076	51518512	18988	545668	30	Hdeb2414s0665	Chr9	+
190199505	190392904	22036	302835	30	Hdeb2414s0747	Chr16	-
45442143	45520733	18453103	18860028	30	Hdeb2414s0019	Chr10	-
13238155	13705256	319	394126	30	Hdeb2414s0835	Chr8	+
91557914	91765564	105798	255053	30	Hdeb2414s0538	Chr1	-
18036966	18267749	446	238473	30	Hdeb2414s0999	Chr5	-
139887344	140211086	87603	764570	30	Hdeb2414s0440	Chr1	+
61163475	61752140	15048	294379	30	Hdeb2414s1114	Chr7	+
208933063	210286817	46121	820930	30	Hdeb2414s0339	Chr4	+
198511829	198644150	773687	976596	30	Hdeb2414s0345	Chr11	-
138348087	138620923	519966	647506	30	Hdeb2414s0410	Chr15	-
200900985	201159514	3906	293320	30	Hdeb2414s1159	Chr16	-
152291029	153037895	157253	729690	30	Hdeb2414s0413	Chr17	-
202797732	202947588	140044	235269	30	Hdeb2414s1006	Chr17	+
134139519	134473235	40030	447110	30	Hdeb2414s0741	Chr12	-
180593873	181033438	141777	251010	30	Hdeb2414s1255	Chr15	-
101777091	102514391	441743	947452	30	Hdeb2414s0341	Chr3	-
70183414	70642934	170378	417524	30	Hdeb2414s0706	Chr17	+
163144968	163518593	34	133328	30	Hdeb2414s0225	Chr9	-
25814401	25957899	48330	323930	30	Hdeb2414s1123	Chr6	-
69060162	69735823	65034	526882	30	Hdeb2414s0674	Chr15	+
16080425	16184112	25876	226212	30	Hdeb2414s0928	Chr17	+
141741195	142119644	4013709	4480371	30	Hdeb2414s0080	Chr13	+
42861090	44121404	1615128	2476691	30	Hdeb2414s0105	Chr2	+
41105037	49386916	1520	2659639	30	Hdeb2414s0117	Chr14	+
172105849	172304321	75393	261389	30	Hdeb2414s1033	Chr3	-
135515649	135625495	109007	225897	30	Hdeb2414s1182	Chr9	+
147792693	148155364	85485	577363	30	Hdeb2414s0627	Chr2	+
12434277	12849434	1456180	1625796	30	Hdeb2414s0191	Chr1	-
72672597	73838366	6020348	6925683	30	Hdeb2414s0050	Chr14	+
9802801	10029204	38446	304015	30	Hdeb2414s0682	Chr8	-
9623047	9846416	284445	658766	30	Hdeb2414s0540	Chr9	-
12434277	12849434	20057917	20232212	30	Hdeb2414s0007	Chr1	-
30643755	30852322	187843	313047	30	Hdeb2414s0994	Chr8	+
3970537	4240709	1090	366399	30	Hdeb2414s0972	Chr13	-
15720258	16088899	114727	348735	30	Hdeb2414s0856	Chr2	+
162648700	162914891	24135	137565	30	Hdeb2414s1187	Chr9	+
185790312	186045414	14930	275800	30	Hdeb2414s0165	Chr15	+
42022534	42460873	57149	252789	30	Hdeb2414s1228	Chr16	-
150020922	150158643	104262	289586	30	Hdeb2414s0480	Chr2	+
41337867	41767188	91684	349057	30	Hdeb2414s0607	Chr16	-
34263942	34496307	73303	251169	30	Hdeb2414s0900	Chr17	+
156345247	157096376	24095	359401	30	Hdeb2414s1012	Chr3	-
54766396	54939438	54928	255406	30	Hdeb2414s0299	Chr1	+
151151166	151256691	62214	306284	30	Hdeb2414s1143	Chr13	-
165020962	165187521	119672	173820	30	Hdeb2414s0867	Chr3	-
164227482	164340232	428295	489024	30	Hdeb2414s0676	Chr13	-
34633424	35042861	4005	637744	30	Hdeb2414s0525	Chr1	+
209416863	209557891	5661	215726	30	Hdeb2414s1183	Chr16	+
97253818	97527886	198666	368810	30	Hdeb2414s0684	Chr5	-
36528145	36934944	13089	669318	30	Hdeb2414s0529	Chr1	+
161844276	162282300	64037	534591	30	Hdeb2414s0582	Chr5	+
137355543	137561972	153351	365083	30	Hdeb2414s0890	Chr1	-
180643155	180744915	243504	335954	30	Hdeb2414s1055	Chr17	-
13954231	14091808	3584	50039	30	Hdeb2414s1305	Chr17	-
17153623	17747896	474619	1070336	30	Hdeb2414s0297	Chr9	-
14460379	14747213	145143	370329	30	Hdeb2414s0942	Chr15	-
137118785	137256104	187	229264	30	Hdeb2414s0842	Chr16	-
123609526	123804709	15522	332143	30	Hdeb2414s1069	Chr10	+
177726179	177958022	10774	276222	30	Hdeb2414s1093	Chr15	+
116164848	116500161	54975	430257	30	Hdeb2414s0757	Chr1	-
198641273	199082619	3832	280603	30	Hdeb2414s0993	Chr16	+
59516432	60230371	24826	898831	30	Hdeb2414s0112	Chr16	+
158637780	159028911	22030	277285	30	Hdeb2414s1177	Chr5	+
172112674	173715357	84971	1038301	30	Hdeb2414s0324	Chr16	+
43557198	45890998	342344	1684786	30	Hdeb2414s0195	Chr9	-
7815203	8188774	13273	446710	30	Hdeb2414s0793	Chr16	-
6132673	6339418	63	75144	30	Hdeb2414s1307	Chr15	-
185836756	185905261	177591	249387	30	Hdeb2414s0616	Chr5	-
70852869	70954942	13201	256584	30	Hdeb2414s0949	Chr4	+
15100015	15594950	0	483616	30	Hdeb2414s0699	Chr2	-
178233499	178584643	18575	284516	30	Hdeb2414s1110	Chr15	+
76410919	76639363	83997	392167	30	Hdeb2414s0590	Chr4	+
45002898	45291050	812391	1243512	30	Hdeb2414s0089	Chr8	-
170960940	171340697	213323	402355	30	Hdeb2414s0876	Chr5	-
39571999	40574116	21803	1098337	30	Hdeb2414s0096	Chr1	-
11007221	11468727	42258	676856	30	Hdeb2414s0455	Chr5	-
15853864	16654500	22055	688207	30	Hdeb2414s0516	Chr15	-
23969803	24455181	21197	361059	30	Hdeb2414s1013	Chr8	-
112371004	113130799	46439	680857	30	Hdeb2414s0509	Chr6	+
140399028	140635212	319142	431222	30	Hdeb2414s0807	Chr9	-
8434897	9234468	3955022	4836660	30	Hdeb2414s0017	Chr9	-
121978534	123064520	1072342	2986655	30	Hdeb2414s0070	Chr1	+
196170794	196881238	16967	1116964	30	Hdeb2414s0289	Chr17	+
47848541	47992697	19926	418130	30	Hdeb2414s0832	Chr6	-
95711731	95968387	66790	222651	30	Hdeb2414s0514	Chr5	+
100214716	102959979	133904290	135374050	30	Hdeb2414s0009	Chr4	-
177367933	177403434	456	45855	30	Hdeb2414s1148	Chr3	-
170487798	171003970	107742	629503	30	Hdeb2414s0512	Chr16	-
96096953	96577754	3761	362043	30	Hdeb2414s0871	Chr8	-
7591622	8207579	407254	1767098	30	Hdeb2414s0180	Chr13	+
12788589	12958312	6660	248665	30	Hdeb2414s0806	Chr17	-
91513464	91796331	66902	417760	30	Hdeb2414s0887	Chr13	+
204554523	204621022	169305	205387	30	Hdeb2414s1121	Chr16	+
117155460	117279865	555016	634879	30	Hdeb2414s0508	Chr14	+
198408270	198930305	61765	631764	30	Hdeb2414s0554	Chr4	-
115546100	116411617	264959	988881	30	Hdeb2414s0303	Chr7	-
43308930	43526043	122470	241451	30	Hdeb2414s1204	Chr10	-
91635202	92446544	21161	297590	30	Hdeb2414s1018	Chr8	+
40235236	41266320	11940	691683	30	Hdeb2414s0419	Chr8	-
95480600	95739686	156291	516793	30	Hdeb2414s0679	Chr1	-
130947956	131191399	142932	481749	30	Hdeb2414s0712	Chr1	-
63603201	64677137	629827	1515616	30	Hdeb2414s0205	Chr13	-
148379609	148637067	22470	309797	30	Hdeb2414s0892	Chr9	+
165595058	165913515	181546179	181798871	30	Hdeb2414s0008	Chr17	-
131625660	133486681	44225	790861	30	Hdeb2414s0422	Chr12	+
144124247	144769964	394705	1123627	30	Hdeb2414s0301	Chr13	-
174196476	174283033	62819	167179	30	Hdeb2414s1181	Chr14	+
48364914	49676037	9720	514693	30	Hdeb2414s0149	Chr5	-
85072513	85693046	6067	1094096	30	Hdeb2414s0302	Chr4	-
23072340	23416181	24978	401593	30	Hdeb2414s0773	Chr8	-
165960000	166150885	6753	86394	30	Hdeb2414s1122	Chr10	-
204743014	205477742	5066	366161	30	Hdeb2414s0351	Chr17	+
204886498	205212084	143882	630756	30	Hdeb2414s0569	Chr16	+
37293216	37557318	224	434036	30	Hdeb2414s0429	Chr12	-
90024110	90365040	20336739	20584973	30	Hdeb2414s0007	Chr1	-
15621488	15975630	143007	299971	30	Hdeb2414s1198	Chr16	+
81023340	81594428	744636	1119684	30	Hdeb2414s0282	Chr1	+
151685222	151976955	229527	531027	30	Hdeb2414s0653	Chr17	-
51224414	52407659	218607	2024907	30	Hdeb2414s0161	Chr8	-
43111751	43556746	4646	401166	30	Hdeb2414s0821	Chr6	-
1292820	1632900	15595	480270	30	Hdeb2414s0491	Chr13	+
156732553	158171591	581760	2168568	30	Hdeb2414s0045	Chr7	-
14154756	14488986	1507	305289	30	Hdeb2414s1089	Chr2	-
163773763	164232751	749966	1036527	30	Hdeb2414s0334	Chr3	+
187274427	187350297	436605	533902	30	Hdeb2414s0660	Chr9	+
117835772	120081237	49779779	50560340	30	Hdeb2414s0018	Chr3	-
58082163	58363875	194861	600368	30	Hdeb2414s0280	Chr16	-
179112134	179296851	42573	125442	30	Hdeb2414s0584	Chr10	+
23757152	24579906	1236	1775158	30	Hdeb2414s0171	Chr16	-
117134568	117468729	510294	1049665	30	Hdeb2414s0331	Chr9	-
59605833	60692334	6971786	7932235	30	Hdeb2414s0030	Chr3	+
53440911	54580670	3706562	4281997	30	Hdeb2414s0082	Chr8	-
183064267	183484029	148279	620430	30	Hdeb2414s0581	Chr5	-
191905091	191963471	18807	186856	30	Hdeb2414s1277	Chr9	-
190738008	190952505	317	247030	30	Hdeb2414s1167	Chr16	+
38082092	39334060	58777	798196	30	Hdeb2414s0451	Chr16	+
146182668	147049546	733297	2135595	30	Hdeb2414s0104	Chr6	+
205018044	205277885	31626	267036	30	Hdeb2414s1039	Chr4	+
110375654	110846719	1203162	2441819	30	Hdeb2414s0132	Chr16	+
58082163	58363875	40648055	41102973	30	Hdeb2414s0004	Chr16	-
146910847	149298873	646989	1445775	30	Hdeb2414s0230	Chr3	+
68790377	70106015	73180	772492	30	Hdeb2414s0458	Chr7	-
75326277	75734880	34032	454003	30	Hdeb2414s0824	Chr13	-
50740422	51048877	304028	872061	30	Hdeb2414s0342	Chr14	-
184169855	184458384	24106	272638	30	Hdeb2414s1226	Chr10	-
71281549	72523625	250194	1973820	30	Hdeb2414s0158	Chr7	-
152668623	153761977	18248	1242603	30	Hdeb2414s0271	Chr5	+
117084664	119140924	123070230	125077045	30	Hdeb2414s0009	Chr4	-
204551363	204852913	19008	428010	30	Hdeb2414s0591	Chr4	+
218129722	218240960	99184	202466	30	Hdeb2414s0844	Chr4	+
137695255	137847930	445857	688973	30	Hdeb2414s0444	Chr7	+
207622942	208487987	202583228	203348243	30	Hdeb2414s0001	Chr4	-
52404689	54547870	2915	2501366	30	Hdeb2414s0113	Chr16	+
150269436	150631901	63237	840642	30	Hdeb2414s0391	Chr16	-
60267417	60946779	1589047	2264231	30	Hdeb2414s0112	Chr16	-
